"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉장홍어","홋카이도","2019-03-21","773","불검출","불검출","적합"
"2","냉장명태","홋카이도","2019-03-21","1,300","불검출","불검출","적합"
"3","냉장홍어","야마구치현","2019-03-21","330","불검출","불검출","적합"
"4","활가리비","홋카이도","2019-03-21","6,989","불검출","불검출","적합"
"5","냉장대구","홋카이도","2019-03-21","2,100","불검출","불검출","적합"
"6","활바리(능성어)","에히메현","2019-03-21","1,287","불검출","불검출","적합"
"7","활가리비","홋카이도","2019-03-21","7,134","불검출","불검출","적합"
"8","활돔(돌돔)","가나가와현","2019-03-21","1,472","불검출","불검출","적합"
"9","활바리(능성어)","미에현","2019-03-21","269","불검출","불검출","적합"
"10","활가리비","홋카이도","2019-03-21","6,987","불검출","불검출","적합"
"11","활가리비","홋카이도","2019-03-21","7,008","불검출","불검출","적합"
"12","냉장갈치","후쿠오카현","2019-03-21","715","불검출","불검출","적합"
"13","활바리(능성어)","에히메현","2019-03-21","681","불검출","불검출","적합"
"합계","","-","-","37,045","-","-","-"
