"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"98","볶은커피","미에현","2014-08-21","135","불검출","불검출","적합"
"99","당류가공품","아이치현","2014-10-06","201.6","불검출","불검출","적합"
"100","혼합제제","가나가와현","2014-09-30","1,050","불검출","불검출","적합"
"101","혼합제제","가나가와현","2014-09-29","45","불검출","불검출","적합"
"102","소스류","도치기현","2014-09-26","384","불검출","불검출","적합"
"103","음료베이스","아이치현","2014-10-01","288","불검출","불검출","적합"
"104","소스류","도치기현","2014-09-26","432","불검출","불검출","적합"
"105","소스류","도치기현","2014-09-27","432","불검출","불검출","적합"
"106","소스류","도치기현","2014-09-26","864","불검출","불검출","적합"
"107","규조토","아키타현","2014-10-10","6,900","불검출","불검출","적합"
"108","규조토","아키타현","2014-10-10","15,100","불검출","불검출","적합"
"109","기타가공품","오사카부","2014-10-15","1,365","불검출","불검출","적합"
"110","혼합제제","가나가와현","2014-09-29","100","불검출","불검출","적합"
