"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"59","캔디류(사탕)","가나가와현","2014-09-19","1,480.8","불검출","불검출","적합"
"60","소스류","후쿠오카현","2014-10-06","1,000","불검출","불검출","적합"
"61","캔디류(젤리)","가나가와현","2014-09-26","422.8","불검출","불검출","적합"
"62","밀크초콜릿","가나가와현","2014-09-24","67.2","불검출","불검출","적합"
"63","조미김","히로시마현","2014-07-02","8.4","불검출","불검출","적합"
"64","준초콜릿","가나가와현","2014-09-22","190.4","불검출","불검출","적합"
"65","초콜릿가공품","가나가와현","2014-09-24","489.6","불검출","불검출","적합"
"66","캔디류(젤리)","가나가와현","2014-09-26","438","불검출","불검출","적합"
"67","과자(스낵과자)","사이타마현","2014-08-29","280","불검출","불검출","적합"
"68","소스류","가고시마현","2014-04-16","27","불검출","불검출","적합"
"69","혼합제제","오사카부","2014-08-08","1,320","불검출","불검출","적합"
"70","탄산칼슘","오카야마현","2014-03-06","1,000","불검출","불검출","적합"
"71","초콜릿가공품","이바라키현","2014-10-06","1,224","불검출","불검출","적합"
"72","초콜릿가공품","가나가와현","2014-08-25","400.8","불검출","불검출","적합"
"73","캔디류(사탕)","아이치현","2014-10-10","768","불검출","불검출","적합"
"74","캔디류(사탕)","아이치현","2014-10-10","450","불검출","불검출","적합"
"75","캔디류(사탕)","아이치현","2014-10-10","720","불검출","불검출","적합"
"76","캔디류(사탕)","아이치현","2014-10-10","720","불검출","불검출","적합"
"77","캔디류(사탕)","아이치현","2010-10-06","792","불검출","불검출","적합"
"78","캔디류(사탕)","아이치현","2014-10-02","594","불검출","불검출","적합"
"79","캔디류(사탕)","아이치현","2014-09-10","200","불검출","불검출","적합"
"80","캔디류(젤리)","아이치현","2014-09-12","232","불검출","불검출","적합"
"81","캔디류(사탕)","아이치현","2014-10-11","450","불검출","불검출","적합"
"82","과자(스낵과자)","미에현","2014-09-26","14,741.9","불검출","불검출","적합"
"83","과자(스낵과자)","미에현","2014-10-03","9,496.2","불검출","불검출","적합"
"84","건어포류","에히메현","2014-10-15","120","불검출","불검출","적합"
"85","과자(스낵과자)","미에현","2014-09-19","1,843.2","불검출","불검출","적합"
"86","건어포류","에히메현","2014-07-28","800","불검출","불검출","적합"
"87","초콜릿가공품","사이타마현","2014-08-12","456","불검출","불검출","적합"
"88","소스류","에히메현","2014-09-03","378","불검출","불검출","적합"
