"","","제조·생산지","제조일자","중량(kg)","검사결과","",""
"순 번","품목명","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","88건","","289,680","","",""
"1","과.채가공품","시가현","2014-10-10","50","불검출","불검출","적합"
"2","혼합제제","이바라키현","2014-09-11","5","불검출","불검출","적합"
"3","기타천연착향료","시가현","2014-10-14","100","불검출","불검출","적합"
"4","혼합제제","시즈오카현","2014-07-17","1,848","불검출","불검출","적합"
"5","소스류","나가사키현","2014-08-30","259.2","불검출","불검출","적합"
"6","소스류","나가사키현","2014-09-30","1,279.08","불검출","불검출","적합"
"7","소스류","나가사키현","2014-10-04","2,318.69","불검출","불검출","적합"
"8","어묵","시마네현","2014-09-30","2,750","불검출","불검출","적합"
"9","소스류","나가사키현","2014-10-01","8,778","불검출","불검출","적합"
"10","어묵","시마네현","2014-09-16","1,008","불검출","불검출","적합"
"11","젖산칼슘","오사카부","2014-08-20","1,500","불검출","불검출","적합"
"12","소스류","나가사키현","2014-10-03","1,020","불검출","불검출","적합"
"13","소스류","나가사키현","2014-10-04","1,365","불검출","불검출","적합"
"14","소스류","나가사키현","2014-10-03","3,690","불검출","불검출","적합"
"15","과자(스낵과자)","야마가타현","2014-10-06","114","불검출","불검출","적합"
"16","과자(스낵과자)","사이타마현","2014-05-08","2,512","불검출","불검출","적합"
"17","과자(쿠키)","도쿠시마현","2014-10-10","660","불검출","불검출","적합"
