"","","제조·생산지","제조일자","중량(kg)","검사결과","",""
"순 번","품목명","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","108건","","202,417","","",""
"1","유바","아이치현","2014-10-17","73.75","불검출","불검출","적합"
"2","기타어육가공품","훗카이도","2014-10-02","150","불검출","불검출","적합"
"3","냉면","구마모토현","2014-11-05","4,472","불검출","불검출","적합"
"4","혼합제제","효고현","2014-11-25","17","불검출","불검출","적합"
"5","국수","구마모토현","2014-11-01","681.1","불검출","불검출","적합"
"6","국수","구마모토현","2014-11-01","657.4","불검출","불검출","적합"
"7","향신료조제품
(고추냉이가공품)","도쿄도","2014-11-17","2,520","불검출","불검출","적합"
"8","청주","효고현","2014-11-07","108","불검출","불검출","적합"
"9","청주","효고현","2014-10-30","43.2","불검출","불검출","적합"
"10","청주","효고현","2014-09-18","72","불검출","불검출","적합"
"11","청주","효고현","2014-11-06","540","불검출","불검출","적합"
"12","청주","구마모토현","2014-11-07","436.32","불검출","불검출","적합"
"13","합성착향료","군마현","2014-11-21","60","불검출","불검출","적합"
"14","혼합제제","오사카부","2014-01-06","5","불검출","불검출","적합"
"15","과자(스낵과자)","이와테현","2014-11-12","160.8","불검출","불검출","적합"
"16","과자(스낵과자)","이와테현","2014-11-12","156","불검출","불검출","적합"
"17","과자(스낵과자)","이와테현","2014-11-13","147.6","불검출","불검출","적합"
