"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"48","빵류(그외 빵류)","미야자키현","2016-05-11","6,300","불검출","불검출","적합"
"49","캔디류(사탕)","아이치현","2016-06-27","883","불검출","불검출","적합"
"50","카레","나가노현","2016-05-18","3,400","불검출","불검출","적합"
"51","카레","나가노현","2016-05-17","2,000","불검출","불검출","적합"
"52","캔디류(사탕)","아이치현","2016-06-16","217","불검출","불검출","적합"
"53","카레","니가타현","2016-05-10","1,000","불검출","불검출","적합"
"54","빵류(그외 빵류)","미야자키현","2016-05-24","6,300","불검출","불검출","적합"
"55","과자(스낵과자)","니가타현","2016-06-09","144","불검출","불검출","적합"
"56","캔디류(사탕)","아이치현","2016-06-16","210","불검출","불검출","적합"
"57","과자(스낵과자)","아이치현","2016-06-17","176","불검출","불검출","적합"
"58","즉석조리식품","지바현","2016-05-24","29","불검출","불검출","적합"
"59","어묵","효고현","2016-01-25","6,154","불검출","불검출","적합"
"60","초콜릿가공품","이바라키현","2016-06-23","3,354","불검출","불검출","적합"
"61","캔디류(사탕)","아이치현","2016-06-28","300","불검출","불검출","적합"
"62","혼합제제","가나가와현","2016-06-17","140","불검출","불검출","적합"
"63","맥주","아이치현","2016-06-07","20,200","불검출","불검출","적합"
"64","청주","효고현","2016-05-24","1,440","불검출","불검출","적합"
"65","청주","효고현","2016-05-23","1,200","불검출","불검출","적합"
"66","혼합제제","사이타마현","2016-06-20","100","불검출","불검출","적합"
