"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","66","","280,432","","",""
"1","캔디류(사탕)","아이치현","2016-06-17","450","불검출","불검출","적합"
"2","캔디류(사탕)","아이치현","2016-06-28","389","불검출","불검출","적합"
"3","혼합제제","가나가와현","2016-06-17","40","불검출","불검출","적합"
"4","청주","후쿠오카현","2016-06-21","6,600","불검출","불검출","적합"
"5","혼합제제","가나가와현","2016-06-17","240","불검출","불검출","적합"
"6","혼합제제","오사카부","2016-06-27","30","불검출","불검출","적합"
"7","전분가공품","시즈오카현","2016-06-16","84","불검출","불검출","적합"
"8","기타천연착향료","시즈오카현","2016-05-31","1,200","불검출","불검출","적합"
"9","빵류(카스텔라)","나가사키현","2016-06-25","110","불검출","불검출","적합"
"10","캔디류(사탕)","아이치현","2016-06-16","1,080","불검출","불검출","적합"
"11","캔디류(사탕)","아이치현","2016-06-27","720","불검출","불검출","적합"
"12","카레","나가노현","2016-05-16","400","불검출","불검출","적합"
"13","카레","나라현","2016-03-29","400","불검출","불검출","적합"
