"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","45","","1,133,964","","",""
"1","과자(스낵과자)","아이치현","2015-07-16","84","불검출","불검출","적합"
"2","과자(스낵과자)","야마가타현","2015-07-17","401.28","불검출","불검출","적합"
"3","떡류","니가타현","2015-07-06","570","불검출","불검출","적합"
"4","혼합제제","후쿠오카현","2015-07-23","200","불검출","불검출","적합"
"5","과자(쿠키)","훗카이도","2015-07-27","973.38","불검출","불검출","적합"
"6","혼합제제","효고현","2015-08-03","51","불검출","불검출","적합"
"7","말티톨시럽","시즈오카현","2015-07-17","5,000","불검출","불검출","적합"
"8","혼합제제","시즈오카현","2015-07-15","50","불검출","불검출","적합"
"9","고형차","교토부","2015-07-10","1,252","불검출","불검출","적합"
"10","혼합제제","지바현","2015-07-17","300","불검출","불검출","적합"
"11","혼합제제","가나가와현","2015-07-13","30","불검출","불검출","적합"
"12","양조간장","지바현","2015-07-08","531","불검출","불검출","적합"
