"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"43","캔디류(사탕)","야마나시현","2015-07-01","4,003.2","불검출","불검출","적합"
"44","캔디류(사탕)","야마나시현","2015-07-01","4,003.2","불검출","불검출","적합"
"45","어묵","사가현","2015-06-01","6,029","불검출","불검출","적합"
"46","어묵","사가현","2015-05-01","4,224","불검출","불검출","적합"
"47","어묵","사가현","2015-07-01","4,320","불검출","불검출","적합"
"48","폴리글리세린지방
산에스테르","미에현","2015-01-26","90","불검출","불검출","적합"
"49","폴리글리세린지방
산에스테르","미에현","2015-02-24","360","불검출","불검출","적합"
"50","폴리글리세린지방
산에스테르","미에현","2015-03-28","180","불검출","불검출","적합"
"51","자당지방산에스테르","미에현","2015-05-20","3,600","불검출","불검출","적합"
"52","자당지방산에스테르","미에현","2015-07-07","2,880","불검출","불검출","적합"
"53","과자(비스킷)","아이치현","2015-07-14","127","불검출","불검출","적합"
"54","과자(스낵과자)","효고현","2015-07-23","81","불검출","불검출","적합"
"55","즉석조리식품","가가와현","2015-07-01","4,992","불검출","불검출","적합"
"56","소스류","사가현","2015-07-29","3,675","불검출","불검출","적합"
"57","소스류","사가현","2015-08-01","1,288","불검출","불검출","적합"
"58","소스류","사가현","2015-07-29","1,173","불검출","불검출","적합"
"59","과자(스낵과자)","나가노현","2015-07-30","48","불검출","불검출","적합"
"60","과자(스낵과자)","나가노현","2015-07-30","48","불검출","불검출","적합"
"61","빵류(그외 빵류)","나가노현","2015-07-30","46","불검출","불검출","적합"
"62","빵류(케이크)","나가노현","2015-07-30","42","불검출","불검출","적합"
"63","빵류(케이크)","나가노현","2015-07-30","61.2","불검출","불검출","적합"
"64","캔디류(젤리)","오카야마현","2015-08-03","1,108.8","불검출","불검출","적합"
"65","볶은커피","군마현","2015-07-05","67.2","불검출","불검출","적합"
"66","소스류","후쿠오카현","2015-08-07","400","불검출","불검출","적합"
"67","소스류","후쿠오카현","2015-08-07","400","불검출","불검출","적합"
"68","소스류","후쿠오카현","2015-08-08","200","불검출","불검출","적합"
"69","소스류","후쿠오카현","2015-08-07","400","불검출","불검출","적합"
"70","소스류","후쿠오카현","2015-08-08","200","불검출","불검출","적합"
"71","복합조미식품","구마모토현","2015-08-07","648","불검출","불검출","적합"
