"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 105건","","","","800,517","","",""
"1","고형차","시즈오카현","2018-04-02","200","불검출","불검출","적합"
"2","산화마그네슘","도쿠시마현","2018-04-02","3,000","불검출","불검출","적합"
"3","산화마그네슘","도쿠시마현","2018-04-02","500","불검출","불검출","적합"
"4","소스","히로시마현","2018-03-28","1,222","불검출","불검출","적합"
"5","소스","히로시마현","2018-04-10","1,290","불검출","불검출","적합"
"6","소스","히로시마현","2018-02-26","760","불검출","불검출","적합"
"7","소스","히로시마현","2018-04-06","69","불검출","불검출","적합"
"8","소스","히로시마현","2018-04-06","3,150","불검출","불검출","적합"
"9","소스","히로시마현","2018-03-29","656","불검출","불검출","적합"
"10","소스","히로시마현","2018-03-30","4,140","불검출","불검출","적합"
"11","소스","히로시마현","2018-03-16","1,835","불검출","불검출","적합"
"12","소스","히로시마현","2018-03-16","2,070","불검출","불검출","적합"
"13","소스","히로시마현","2018-03-29","648","불검출","불검출","적합"
