"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","65","","512,511","","",""
"1","음료베이스","나라현","2016-06-08","2","불검출","불검출","적합"
"2","볶은커피","시즈오카현","2016-12-16","5,400","불검출","불검출","적합"
"3","과자(스낵과자)","오사카부","2016-11-18","104","불검출","불검출","적합"
"4","당류가공품","오키나와현","2016-12-24","225","불검출","불검출","적합"
"5","과자(스낵과자)","나가노현","2016-12-19","235","불검출","불검출","적합"
"6","소스류","시즈오카현","2016-12-19","941","불검출","불검출","적합"
"7","과자(비스킷)","이시카와현","2016-12-01","384","불검출","불검출","적합"
"8","과자(스낵과자)","나가노현","2016-12-19","220","불검출","불검출","적합"
"9","과자(비스킷)","이시카와현","2016-11-25","610","불검출","불검출","적합"
"10","소스류","효고현","2016-12-26","588","불검출","불검출","적합"
"11","빵류(케이크)","나가노현","2016-12-19","420","불검출","불검출","적합"
"12","글리세린지방산에
스테르","효고현","2016-09-29","40","불검출","불검출","적합"
