"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","152,708","-","-","-"
"1","활전복","나가사키현","2017-01-20","192","불검출","불검출","적합"
"2","활돔(참돔)","에히메현","2017-01-20","6,447","불검출","불검출","적합"
"3","활방어","에히메현","2017-01-20","4,983","불검출","불검출","적합"
"4","활돔(참돔)","나가사키현","2017-01-20","1,869","불검출","불검출","적합"
"5","활돔(참돔)","에히메현","2017-01-20","3,882","불검출","불검출","적합"
"6","활방어","나가사키현","2017-01-20","3,421","불검출","불검출","적합"
"7","활방어","에히메현","2017-01-20","2,937","불검출","불검출","적합"
"8","활돔(참돔)","에히메현","2017-01-20","9,588","불검출","불검출","적합"
"9","활돔(참돔)","에히메현","2017-01-20","5,002","불검출","불검출","적합"
"10","활돔(참돔)","나가사키현","2017-01-20","6,214","불검출","불검출","적합"
"11","활돔(참돔)","에히메현","2017-01-20","3,848","불검출","불검출","적합"
"12","활방어","에히메현","2017-01-20","2,874","불검출","불검출","적합"
"13","활돔(참돔)","에히메현","2017-01-20","11,422","불검출","불검출","적합"
"14","활방어","에히메현","2017-01-20","2,842","불검출","불검출","적합"
"15","활우렁쉥이","홋카이도","2017-01-20","8,000","불검출","불검출","적합"
"16","냉장돔(참돔)","나가사키현","2017-01-20","1,064","불검출","불검출","적합"
