"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 99건","","","","46,249","","",""
"1","즉석조리식품","나가노현","2019-01-23","363","불검출","불검출","적합"
"2","즉석조리식품","나가노현","2019-01-23","288","불검출","불검출","적합"
"3","유탕면","후쿠오카현","2019-01-15","18","불검출","불검출","적합"
"4","유탕면","후쿠오카현","2018-12-27","49","불검출","불검출","적합"
"5","혼합장","나가노현","2019-01-21","200","불검출","불검출","적합"
"6","액상차","와카야마현","2019-01-13","734","불검출","불검출","적합"
"7","캔디류","미에현","2019-02-01","640","불검출","불검출","적합"
"8","된장","나가노현","2019-01-25","270","불검출","불검출","적합"
"9","떡류","니가타현","2018-12-19","509","불검출","불검출","적합"
"10","혼합장","나가노현","2019-01-21","832","불검출","불검출","적합"
"11","과자","니가타현","2019-02-05","275","불검출","불검출","적합"
"12","과자","니가타현","2019-02-05","63","불검출","불검출","적합"
"13","가공두부","후쿠오카현","2019-01-18","4,680","불검출","불검출","적합"
"14","가공두부","후쿠오카현","2019-01-29","2,600","불검출","불검출","적합"
