"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 134건","","","","749,307","","",""
"1","청주","효고현","2019-03-18","1,521","불검출","불검출","적합"
"2","청주","효고현","2019-03-13","108","불검출","불검출","적합"
"3","청주","효고현","2019-03-19","13,997","불검출","불검출","적합"
"4","탄산음료","아이치현","2019-04-02","3,652","불검출","불검출","적합"
"5","마요네즈","효고현","2019-02-21","4,379","불검출","불검출","적합"
"6","과자","히로시마현","2019-04-05","200","불검출","불검출","적합"
"7","금박","이시카와현","2019-03-25","0","불검출","불검출","적합"
"8","혼합제제","히로시마현","2019-03-27","75","불검출","불검출","적합"
"9","건어포","군마현","2019-03-12","960","불검출","불검출","적합"
"10","L-글루탐산나트륨
제제","사가현","2019-01-23","200","불검출","불검출","적합"
"11","산분해간장","나가사키현","2019-04-08","1,620","불검출","불검출","적합"
"12","절임식품","미야자키현","2019-04-03","32","불검출","불검출","적합"
"13","청주","사이타마현","2019-03-08","3,040","불검출","불검출","적합"
