"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 52건","","","","61,811","","",""
"1","과자","이바라키현","2019-03-29","785","불검출","불검출","적합"
"2","유탕면","아이치현","2019-02-21","135","불검출","불검출","적합"
"3","소스","시즈오카현","2019-01-30","150","불검출","불검출","적합"
"4","소스","시즈오카현","2019-02-28","1,440","불검출","불검출","적합"
"5","데히드로초산나트륨","기후현","2019-01-23","3,000","불검출","불검출","적합"
"6","과자","니가타현","2019-03-13","78","불검출","불검출","적합"
"7","과자","니가타현","2019-03-13","41","불검출","불검출","적합"
"8","혼합제제","오사카부","2019-04-04","175","불검출","불검출","적합"
"9","합성향료","도쿄도","2019-03-18","101","불검출","불검출","적합"
"10","합성향료","사이타마현","2019-02-26","340","불검출","불검출","적합"
"11","트랜스글루코시다아제","시가현","2019-03-11","381","불검출","불검출","적합"
"12","액상커피","시가현","2019-03-01","1,728","불검출","불검출","적합"
"13","추잉껌","오사카부","2019-03-27","380","불검출","불검출","적합"
"14","혼합제제","오카야마현","2019-03-01","990","불검출","불검출","적합"
