"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 119건","","","","671,098","","",""
"1","볶은커피","사이타마현","2019-01-22","1,800","불검출","불검출","적합"
"2","볶은커피","시즈오카현","2019-01-30","300","불검출","불검출","적합"
"3","볶은커피","가나가와현","2019-02-12","23","불검출","불검출","적합"
"4","볶은커피","가나가와현","2019-01-29","29","불검출","불검출","적합"
"5","볶은커피","가나가와현","2019-02-27","30,720","불검출","불검출","적합"
"6","볶은커피","가나가와현","2019-02-20","31","불검출","불검출","적합"
"7","볶은커피","시즈오카현","2019-03-01","144","불검출","불검출","적합"
"8","볶은커피","효고현","2019-03-22","11,496","불검출","불검출","적합"
"9","볶은커피","효고현","2019-02-27","144","불검출","불검출","적합"
"10","볶은커피","효고현","2019-02-03","832","불검출","불검출","적합"
"11","볶은커피","효고현","2019-03-21","1,000","불검출","불검출","적합"
"12","볶은커피","효고현","2019-02-25","144","불검출","불검출","적합"
"13","볶은커피","시즈오카현","2019-02-13","144","불검출","불검출","적합"
"14","빵류","오이타현","2019-04-02","446","불검출","불검출","적합"
