"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:100Bq/kg)","",""
"총 107건","","","","72,997","","",""
"1","음료베이스","시즈오카현","2019-05-27","90","불검출","불검출","적합"
"2","떡류","니가타현","2019-06-24","537","불검출","불검출","적합"
"3","건면","나가노현","2019-05-18","150","불검출","불검출","적합"
"4","혼합제제","시즈오카현","2019-02-18","1,848","불검출","불검출","적합"
"5","비타민B1","오키나와현","2019-06-04","60","불검출","불검출","적합"
"6","비타민B1","오키나와현","2021-07-20","60","불검출","불검출","적합"
"7","혼합제제","히로시마현","2019-07-15","75","불검출","불검출","적합"
"8","기타가공품","미야자키현","2019-07-17","169","불검출","불검출","적합"
"9","혼합제제","히로시마현","2019-07-16","30","불검출","불검출","적합"
"10","혼합제제","효고현","2019-05-08","600","불검출","불검출","적합"
"11","혼합제제","도쿄도","2019-07-10","120","불검출","불검출","적합"
"12","혼합제제","히로시마현","2019-07-02","135","불검출","불검출","적합"
"13","혼합제제","효고현","2019-07-12","34","불검출","불검출","적합"
"14","혼합제제","효고현","2019-07-12","17","불검출","불검출","적합"
"15","혼합제제","효고현","2019-07-12","17","불검출","불검출","적합"
