"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:100Bq/kg)","",""
"총 139건","","","","309,857","","",""
"1","소스","오카야마현","2019-06-05","282","불검출","불검출","적합"
"2","탄산음료","사가현","2019-05-14","4,200","불검출","불검출","적합"
"3","탄산음료","사가현","2019-07-04","15,674","불검출","불검출","적합"
"4","탄산음료","사가현","2019-07-04","3,679","불검출","불검출","적합"
"5","탄산음료","사가현","2019-07-04","4,752","불검출","불검출","적합"
"6","복합조미식품","에히메현","2019-07-18","1,000","불검출","불검출","적합"
"7","소스","에히메현","2019-07-11","1,940","불검출","불검출","적합"
"8","소스","에히메현","2019-07-10","1,040","불검출","불검출","적합"
"9","복합조미식품","에히메현","2019-07-09","1,200","불검출","불검출","적합"
"10","과자","고치현","2019-06-27","389","불검출","불검출","적합"
"11","과자","이바라키현","2019-07-16","1,260","불검출","불검출","적합"
"12","과자","이바라키현","2019-07-11","4,140","불검출","불검출","적합"
"13","혼합제제","효고현","2019-07-10","153","불검출","불검출","적합"
"14","과자","이바라키현","2019-07-12","2,700","불검출","불검출","적합"
"15","탄산칼슘","오카야마현","2019-07-19","16,000","불검출","불검출","적합"
