"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:100Bq/kg)","",""
"총 60건","","","","634,010","","",""
"1","청주","나라현","2019-04-18","259","불검출","불검출","적합"
"2","혼합제제","시가현","2019-04-08","1,602","불검출","불검출","적합"
"3","혼합제제","와카야마현","2019-03-06","41","불검출","불검출","적합"
"4","볶은커피","시즈오카현","2019-04-15","6,858","불검출","불검출","적합"
"5","볶은커피","시즈오카현","2019-04-13","7,644","불검출","불검출","적합"
"6","포스파티딜세린/EPA
및 DHA 함유유지","나라현","2019-04-01","72","불검출","불검출","적합"
"7","탄산음료","아이치현","2019-03-30","600","불검출","불검출","적합"
"8","탄산음료","오사카부","2019-04-05","360","불검출","불검출","적합"
"9","캔디류","아이치현","2019-04-09","60","불검출","불검출","적합"
"10","초콜릿가공품","오사카부","2019-02-03","517","불검출","불검출","적합"
"11","탄산음료","오사카부","2019-02-28","960","불검출","불검출","적합"
"12","과·채가공품","오카야마현","2019-01-16","9,600","불검출","불검출","적합"
"13","혼합제제","시가현","2019-03-26","801","불검출","불검출","적합"
"14","맥주","후쿠오카현","2019-04-22","9,696","불검출","불검출","적합"
