"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:100Bq/kg)","",""
"총 100건","","","","1,079,837","","",""
"1","청주","돗토리현","2019-04-08","270","불검출","불검출","적합"
"2","일반증류주","가고시마현","2019-04-26","14,950","불검출","불검출","적합"
"3","과자","고치현","2019-04-01","130","불검출","불검출","적합"
"4","볶은커피","지바현","2019-04-02","64","불검출","불검출","적합"
"5","소스","훗카이도","2019-04-06","3,880","불검출","불검출","적합"
"6","고형차","아이치현","2018-12-26","7","불검출","불검출","적합"
"7","고형차","아이치현","2019-03-13","6","불검출","불검출","적합"
"8","볶은커피","효고현","2019-03-18","12","불검출","불검출","적합"
"9","볶은커피","지바현","2019-04-02","200","불검출","불검출","적합"
"10","볶은커피","지바현","2019-03-26","200","불검출","불검출","적합"
"11","볶은커피","지바현","2019-04-04","192","불검출","불검출","적합"
"12","액상커피","시가현","2019-02-04","171","불검출","불검출","적합"
"13","액상커피","시가현","2019-03-04","173","불검출","불검출","적합"
"14","캔디류","아이치현","2019-04-09","252","불검출","불검출","적합"
"15","캔디류","아이치현","2019-04-09","168","불검출","불검출","적합"
