"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:100Bq/kg)","",""
"총 89건","","","","661,864","","",""
"1","소스","히로시마현","2019-04-17","660","불검출","불검출","적합"
"2","과자","사이타마현","2019-04-05","120","불검출","불검출","적합"
"3","건어포","시즈오카현","2019-03-29","80","불검출","불검출","적합"
"4","과자","아이치현","2019-04-01","1,760","불검출","불검출","적합"
"5","카레(커리)","나가노현","2019-02-07","5,346","불검출","불검출","적합"
"6","기타 수산물가공품","시즈오카현","2019-04-01","2,000","불검출","불검출","적합"
"7","건어포","에히메현","2019-02-12","540","불검출","불검출","적합"
"8","천연향신료","이바라키현","2019-04-10","2,000","불검출","불검출","적합"
"9","글루코사민 제품","나라현","2019-04-01","88","불검출","불검출","적합"
"10","비타민//EPA 및
DHA 함유유지","나라현","2019-04-01","46","불검출","불검출","적합"
"11","청주","효고현","2019-03-11","360","불검출","불검출","적합"
"12","청주","교토부","2019-03-01","200","불검출","불검출","적합"
"13","위스키","오사카부","2019-02-18","504","불검출","불검출","적합"
"14","유탕면","후쿠오카현","2019-02-25","92","불검출","불검출","적합"
