"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","66,394","-","-","-"
"1","냉동전갱이
(F,포장횟감)","에히메현","2016-07-20","2,000","불검출","불검출","적합"
"2","활돔(참돔)","에히메현","2016-07-20","9,620","불검출","불검출","적합"
"3","활돔(참돔)","에히메현","2016-07-20","14,629","불검출","불검출","적합"
"4","냉장명태","홋카이도","2016-07-20","3,913","불검출","불검출","적합"
"5","냉장대구","홋카이도","2016-07-20","756","불검출","불검출","적합"
"6","활가리비","홋카이도","2016-07-20","13,958","불검출","불검출","적합"
"7","활장어(먹장어)","교토부","2016-07-20","1,430","불검출","불검출","적합"
"8","활장어(먹장어)","시마네현","2016-07-20","2,670","불검출","불검출","적합"
"9","활소라","나가사키현","2016-07-20","2,000","불검출","불검출","적합"
"10","활가리비","홋카이도","2016-07-20","7,049","불검출","불검출","적합"
"11","활가리비","홋카이도","2016-07-20","7,030","불검출","불검출","적합"
"12","활장어(먹장어)","나가사키현","2016-07-20","1,339","불검출","불검출","적합"
