"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 139건","","","","435,842","","",""
"1","국수","구마모토현","2017-10-07","543","불검출","불검출","적합"
"2","국수","구마모토현","2017-10-07","567","불검출","불검출","적합"
"3","향신료조제품
(고추냉이가공품)","나가노현","2017-08-30","151","불검출","불검출","적합"
"4","소스류","군마현","2017-10-03","600","불검출","불검출","적합"
"5","액상차","미에현","2017-09-22","600","불검출","불검출","적합"
"6","유탕면류","이바라키현","2017-10-05","374","불검출","불검출","적합"
"7","유탕면류","이바라키현","2017-10-05","1,033","불검출","불검출","적합"
"8","유탕면류","이바라키현","2017-10-05","832","불검출","불검출","적합"
"9","유탕면류","군마현","2017-09-12","246","불검출","불검출","적합"
"10","소스류","구마모토현","2017-09-25","432","불검출","불검출","적합"
"11","소스류","에히메현","2017-10-18","360","불검출","불검출","적합"
"12","소스류","에히메현","2017-09-14","960","불검출","불검출","적합"
