"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 104건","","","","1,375,759","","",""
"1","기타가공품","훗카이도","2017-10-05","3,008","불검출","불검출","적합"
"2","과.채가공품","오카야마현","2017-08-18","9,600","불검출","불검출","적합"
"3","코코아분말","네덜란드","2017-03-27","10,000","불검출","불검출","적합"
"4","과자(크래커)","니가타현","2017-10-20","168","불검출","불검출","적합"
"5","혼합제제","이바라키현","2017-09-21","3,168","불검출","불검출","적합"
"6","호박산이나트륨","효고현","2017-08-11","3,600","불검출","불검출","적합"
"7","호박산","효고현","2017-07-15","12,000","불검출","불검출","적합"
"8","양파/신선,냉장","훗카이도","2017-10-26","96,000","불검출","불검출","적합"
"9","캔디류(사탕)","아이치현","2017-10-24","1,530","불검출","불검출","적합"
"10","캔디류(사탕)","아이치현","2017-10-24","594","불검출","불검출","적합"
"11","캔디류(사탕)","아이치현","2017-10-25","594","불검출","불검출","적합"
"12","캔디류(사탕)","아이치현","2017-10-23","768","불검출","불검출","적합"
"13","캔디류(사탕)","아이치현","2017-10-20","194","불검출","불검출","적합"
