"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","15건","-","-","18,680","-","-","-"
"1","마른해삼(자숙)","시마네현","2014-10-15","118","불검출","불검출","적합"
"2","냉장돔(황돔)","나가사키현","2014-10-15","40","불검출","불검출","적합"
"3","냉장돔(황돔)","야마구치현","2014-10-15","95","불검출","불검출","적합"
"4","활우렁쉥이","홋카이도","2014-10-15","100","불검출","불검출","적합"
"5","냉동다랑어(눈다랑어,목살,횟감) 시즈오카현","","2014-10-15","200","불검출","불검출","적합"
"6","냉동다랑어(눈다랑어,목살) 태평양","","2014-10-15","810","불검출","불검출","적합"
"7","냉동다랑어(눈다랑어,F,횟감)","태평양","2014-10-15","1,596","불검출","불검출","적합"
"8","냉동상어(청상아리,F)","태평양","2014-10-15","2,655","불검출","불검출","적합"
"9","냉동상어(청상아리,F)","인도양","2014-10-15","1,781","불검출","불검출","적합"
"10","냉동상어(진환도상어,F)","태평양","2014-10-15","4,445","불검출","불검출","적합"
"11","냉동다랑어(눈다랑어,F,횟감)","태평양","2014-10-15","551","불검출","불검출","적합"
"12","냉동다랑어(눈다랑어,목살,횟감) 태평양","","2014-10-15","1,360","불검출","불검출","적합"
"13","활장어(먹장어)","야마구치현","2014-10-15","1,389","불검출","불검출","적합"
"14","활장어(먹장어)","가나가와현","2014-10-15","2,105","불검출","불검출","적합"
"15","활장어(먹장어)","후쿠오카현","2014-10-15","1,435","불검출","불검출","적합"
