"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 62건","","","","72,357","","",""
"1","소스류","야마구치현","2017-11-14","666","불검출","불검출","적합"
"2","초콜릿가공품","효고현","2017-12-18","24","불검출","불검출","적합"
"3","초콜릿가공품","효고현","2017-12-07","16","불검출","불검출","적합"
"4","초콜릿가공품","효고현","2017-12-19","24","불검출","불검출","적합"
"5","초콜릿가공품","효고현","2017-12-19","16","불검출","불검출","적합"
"6","초콜릿가공품","효고현","2017-12-22","240","불검출","불검출","적합"
"7","초콜릿가공품","효고현","2017-12-20","130","불검출","불검출","적합"
"8","초콜릿가공품","효고현","2017-12-21","158","불검출","불검출","적합"
"9","땅콩또는견과류가공품","야마가타현","2017-12-15","249","불검출","불검출","적합"
"10","초콜릿가공품","효고현","2017-12-14","278","불검출","불검출","적합"
"11","혼합제제","효고현","2017-12-22","17","불검출","불검출","적합"
"12","프로폴리스추출물제품","구마모토현","2017-12-27","96","불검출","불검출","적합"
"13","합성향료","가나가와현","2017-12-22","91","불검출","불검출","적합"
