"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 87건","","","","119,495","","",""
"1","건어포류","아이치현","2017-12-15","402","불검출","불검출","적합"
"2","기타주류","미에현","2017-10-17","180","불검출","불검출","적합"
"3","카레","시즈오카현","2017-10-13","207","불검출","불검출","적합"
"4","카레","시즈오카현","2017-10-13","207","불검출","불검출","적합"
"5","빵류(그외 빵류)","나가노현","2017-12-23","399","불검출","불검출","적합"
"6","과자(비스킷)","야마가타현","2017-12-21","682","불검출","불검출","적합"
"7","빵류(케이크)","나가노현","2017-12-23","368","불검출","불검출","적합"
"8","빵류(그외 빵류)","나가노현","2017-12-23","605","불검출","불검출","적합"
"9","청주","나라현","2017-12-08","432","불검출","불검출","적합"
"10","캔디류(젤리)","아이치현","2017-12-26","217","불검출","불검출","적합"
"11","캔디류(사탕)","아이치현","2017-12-22","5,400","불검출","불검출","적합"
"12","캔디류(사탕)","아이치현","2017-12-25","792","불검출","불검출","적합"
"13","혼합제제","오카야마현","2017-12-18","45","불검출","불검출","적합"
