"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 141건","","","","558,639","","",""
"1","드레싱","도치기현","2017-02-08","240","불검출","불검출","적합"
"2","과자(스낵과자)","니가타현","2017-03-01","144","불검출","불검출","적합"
"3","효모추출물제품","오이타현","2017-04-14","2,000","불검출","불검출","적합"
"4","빵류(케이크)","야마나시현","2017-04-01","133","불검출","불검출","적합"
"5","볶은커피","미에현","2017-04-07","168","불검출","불검출","적합"
"6","볶은커피","미에현","2017-04-04","252","불검출","불검출","적합"
"7","소스류","오이타현","2017-04-18","1,800","불검출","불검출","적합"
"8","조미된장","아이치현","2017-05-09","10,890","불검출","불검출","적합"
"9","조미된장","아이치현","2017-04-12","1,570","불검출","불검출","적합"
"10","소스류","군마현","2017-04-12","2,925","불검출","불검출","적합"
"11","조미된장","아이치현","2017-04-27","2,727","불검출","불검출","적합"
