"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"17","활우렁쉥이","홋카이도","2015-10-01","17,797","불검출","불검출","적합"
"18","활가리비","홋카이도","2015-10-01","11,603","불검출","불검출","적합"
"19","활우렁쉥이","홋카이도","2015-10-01","26,978","불검출","불검출","적합"
"20","활우렁쉥이","홋카이도","2015-10-01","9,843","불검출","불검출","적합"
"21","냉장갈치","오이타현","2015-10-01","1,395","불검출","불검출","적합"
"22","활우렁쉥이","홋카이도","2015-10-01","9,891","불검출","불검출","적합"
"23","냉장갈치","오이타현","2015-10-01","1,230","불검출","불검출","적합"
"24","냉장갈치","오이타현","2015-10-01","1,570","불검출","불검출","적합"
"25","냉장갈치","히로시마현","2015-10-01","41","불검출","불검출","적합"
"26","냉장갈치","와카야마현","2015-10-01","400","불검출","불검출","적합"
"27","냉장돔 황돔(
)","나가사키현","2015-10-01","48","불검출","불검출","적합"
"28","냉장명태","홋카이도","2015-10-01","4,329","불검출","불검출","적합"
"29","냉장명태","홋카이도","2015-10-01","4,329","불검출","불검출","적합"
"30","냉장홍어","홋카이도","2015-10-01","253","불검출","불검출","적합"
"31","냉장명태","홋카이도","2015-10-01","2,100","불검출","불검출","적합"
"32","냉장갈치","오이타현","2015-10-01","340","불검출","불검출","적합"
"33","활우렁쉥이","홋카이도","2015-10-01","5,586","불검출","불검출","적합"
"34","냉장홍어","홋카이도","2015-10-01","3,435","불검출","불검출","적합"
"35","활우렁쉥이","홋카이도","2015-10-01","3,692","불검출","불검출","적합"
"36","활장어 먹장어
(
)","나가사키현","2015-10-01","1,249","불검출","불검출","적합"
"37","활장어 먹장어
(
)","후쿠오카현","2015-10-01","2,801","불검출","불검출","적합"
