"","","제조·생산지","제조일자","중량(kg)","검사결과","",""
"순 번","품목명","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","129건","","296,213","","",""
"1","액상차","시즈오카현","2014-01-16","288","불검출","불검출","적합"
"2","액상차","시즈오카현","2014-01-17","288","불검출","불검출","적합"
"3","비타민","사이타마현","2014-04-24","408","불검출","불검출","적합"
"4","볶은커피","사이타마현","2014-05-14","600","불검출","불검출","적합"
"5","볶은커피","시즈오카현","2014-04-25","1,800","불검출","불검출","적합"
"6","볶은커피","가나가와현","2014-04-29","6.72","불검출","불검출","적합"
"7","볶은커피","시즈오카현","2014-04-09","2,400","불검출","불검출","적합"
"8","볶은커피","시즈오카현","2014-04-25","1,800","불검출","불검출","적합"
"9","볶은커피","효고현","2014-04-30","4,800","불검출","불검출","적합"
"10","액상커피","시가현","2014-04-25","3,300","불검출","불검출","적합"
"11","볶은커피","시즈오카현","2014-04-09","24.6","불검출","불검출","적합"
"12","과자(스낵과자)","사이타마현","2013-12-24","1,435","불검출","불검출","적합"
"13","청주","효고현","2014-05-23","2,400","불검출","불검출","적합"
"14","청주","효고현","2014-05-01","540","불검출","불검출","적합"
"15","청주","효고현","2014-04-24","270","불검출","불검출","적합"
"16","청주","효고현","2014-04-03","246","불검출","불검출","적합"
"17","청주","효고현","2014-04-07","432","불검출","불검출","적합"
"18","과자(크래커)","오사카부","2014-05-22","604.8","불검출","불검출","적합"
