"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건22","-","-","52,212","-","-","-"
"1","냉동다랑어
(
남방참다랑어
)","인도양","2015-11-02","11,000","불검출","불검출","적합"
"2","활우렁쉥이","홋카이도","2015-11-02","9,085","불검출","불검출","적합"
"3","냉장돔 황돔(
)","야마구치현","2015-11-02","184","불검출","불검출","적합"
"4","냉장가오리","야마구치현","2015-11-02","200","불검출","불검출","적합"
"5","활꼬막 새꼬막
(
)","후쿠오카현","2015-11-02","3,300","불검출","불검출","적합"
"6","활우렁쉥이","홋카이도","2015-11-02","8,910","불검출","불검출","적합"
"7","냉장갈치","후쿠오카현","2015-11-02","1,120","불검출","불검출","적합"
"8","냉장갈치","야마구치현","2015-11-02","325","불검출","불검출","적합"
"9","냉장갈치","오이타현","2015-11-02","216","불검출","불검출","적합"
"10","활꼬막 새꼬막
(
)","후쿠오카현","2015-11-02","3,000","불검출","불검출","적합"
"11","냉장준치","구마모토현","2015-11-02","280","불검출","불검출","적합"
"12","냉장갈치","에히메현","2015-11-02","502","불검출","불검출","적합"
"13","활꼬막","후쿠오카현","2015-11-02","600","불검출","불검출","적합"
"14","활꼬막 새꼬막
(
)","후쿠오카현","2015-11-02","5,420","불검출","불검출","적합"
"15","냉장갈치","에히메현","2015-11-02","190","불검출","불검출","적합"
