"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"16","활우렁쉥이","홋카이도","2015-11-03","8,943","불검출","불검출","적합"
"17","활가리비","홋카이도","2015-11-03","7,210","불검출","불검출","적합"
"18","활우렁쉥이","홋카이도","2015-11-03","9,313","불검출","불검출","적합"
"19","활우렁쉥이","홋카이도","2015-11-03","4,579","불검출","불검출","적합"
"20","활우렁쉥이","홋카이도","2015-11-03","5,298","불검출","불검출","적합"
"21","활우렁쉥이","홋카이도","2015-11-03","9,513","불검출","불검출","적합"
"22","활돔 강담돔
(
)","와카야마현","2015-11-03","347","불검출","불검출","적합"
"23","활꼬막","사가현","2015-11-03","920","불검출","불검출","적합"
"24","활꼬막 새꼬막
(
)","사가현","2015-11-03","1,600","불검출","불검출","적합"
"25","냉장홍어","홋카이도","2015-11-03","1,127","불검출","불검출","적합"
"26","냉장명태","홋카이도","2015-11-03","3,000","불검출","불검출","적합"
"27","냉장홍어","홋카이도","2015-11-03","2,264","불검출","불검출","적합"
"28","냉장갈치","오이타현","2015-11-03","990","불검출","불검출","적합"
"29","활가리비","홋카이도","2015-11-03","7,124","불검출","불검출","적합"
"30","냉장준치","구마모토현","2015-11-03","175","불검출","불검출","적합"
"31","냉장갈치","오이타현","2015-11-03","1,410","불검출","불검출","적합"
