"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건35","-","-","106,661","-","-","-"
"1","활돔 참돔(
)","에히메현","2015-11-04","9,054","불검출","불검출","적합"
"2","활돔 참돔(
)","에히메현","2015-11-04","9,337","불검출","불검출","적합"
"3","활가리비","홋카이도","2015-11-04","6,973","불검출","불검출","적합"
"4","활가리비","홋카이도","2015-11-04","7,200","불검출","불검출","적합"
"5","활가리비","홋카이도","2015-11-04","7,500","불검출","불검출","적합"
"6","활돔 강담돔
(
)","나가사키현","2015-11-04","669","불검출","불검출","적합"
"7","냉동갈치","와카야마현","2015-11-04","304","불검출","불검출","적합"
"8","활꼬막","후쿠오카현","2015-11-04","440","불검출","불검출","적합"
"9","활우렁쉥이","홋카이도","2015-11-04","8,856","불검출","불검출","적합"
"10","냉장갈치","와카야마현","2015-11-04","640","불검출","불검출","적합"
"11","냉장갈치","야마구치현","2015-11-04","350","불검출","불검출","적합"
"12","활우렁쉥이","홋카이도","2015-11-04","8,967","불검출","불검출","적합"
"13","냉장갈치","와카야마현","2015-11-04","808","불검출","불검출","적합"
"14","활돔 강담돔
(
)","나가사키현","2015-11-04","690","불검출","불검출","적합"
"15","활돔 강담돔
(
)","나가사키현","2015-11-04","737","불검출","불검출","적합"
