"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"32","냉장갈치","에히메현","2015-11-03","502","불검출","불검출","적합"
"33","냉장갈치","후쿠오카현","2015-11-03","1,200","불검출","불검출","적합"
"34","냉장갈치","효고현","2015-11-03","192","불검출","불검출","적합"
"35","냉장갈치","와카야마현","2015-11-03","296","불검출","불검출","적합"
"36","냉장돔 황돔(
)","오이타현","2015-11-03","30","불검출","불검출","적합"
"37","냉장갈치","야마구치현","2015-11-03","1,055","불검출","불검출","적합"
"38","활꼬막 새꼬막
(
)","후쿠오카현","2015-11-03","2,060","불검출","불검출","적합"
"39","냉장명태","홋카이도","2015-11-03","4,250","불검출","불검출","적합"
"40","냉장갈치","오이타현","2015-11-03","1,065","불검출","불검출","적합"
"41","냉장준치","히로시마현","2015-11-03","100","불검출","불검출","적합"
"42","냉장명태","홋카이도","2015-11-03","4,250","불검출","불검출","적합"
"43","냉장홍어","홋카이도","2015-11-03","254","불검출","불검출","적합"
"44","활우렁쉥이","홋카이도","2015-11-03","8,579","불검출","불검출","적합"
