"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 139건","","","","727,827","","",""
"1","조미김","도쿄도","2018-05-23","45","불검출","불검출","적합"
"2","소스","아이치현","2018-05-14","216","불검출","불검출","적합"
"3","소스","아이치현","2018-05-09","192","불검출","불검출","적합"
"4","캔디류","군마현","2018-04-12","5,616","불검출","불검출","적합"
"5","캔디류","나가노현","2018-05-30","312","불검출","불검출","적합"
"6","과자","아이치현","2018-05-29","140","불검출","불검출","적합"
"7","혼합제제","시즈오카현","2018-05-28","100","불검출","불검출","적합"
"8","기타가공품","도야마현","2018-04-19","395","불검출","불검출","적합"
"9","향신료조제품","도쿄도","2018-06-08","500","불검출","불검출","적합"
"10","과자","아이치현","2018-06-08","211","불검출","불검출","적합"
"11","과자","아이치현","2018-06-08","192","불검출","불검출","적합"
"12","영양강화 밀가루","후쿠오카현","2018-06-04","5,000","불검출","불검출","적합"
"13","과자","지바현","2018-04-26","298","불검출","불검출","적합"
"14","혼합제제","나가노현","2018-04-20","298","불검출","불검출","적합"
"15","조림류","훗카이도","2018-05-16","460","불검출","불검출","적합"
