"","","제조·생산지","제조일자","중량(kg)","검사결과","",""
"순 번","품목명","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","97건","","204,732","","",""
"1","당절임","와카야마현","2014-01-23","60","불검출","불검출","적합"
"2","합성착향료","가나가와현","2014-05-15","3","불검출","불검출","적합"
"3","커피/건조","브라질","2013-09-18","2,760","불검출","불검출","적합"
"4","고형차","시즈오카현","2014-05-02","360","불검출","불검출","적합"
"5","커피/건조","코스타리카","2012-05-28","1,020","불검출","불검출","적합"
"6","커피/건조","과테말라","2013-05-07","1,932","불검출","불검출","적합"
"7","밀크초콜릿","훗카이도","2014-06-12","1,252.5","불검출","불검출","적합"
"8","화이트초콜릿","훗카이도","2014-06-12","285","불검출","불검출","적합"
"9","화이트초콜릿","훗카이도","2014-06-12","382.5","불검출","불검출","적합"
"10","화이트초콜릿","훗카이도","2014-06-12","102","불검출","불검출","적합"
"11","초콜릿","훗카이도","2014-06-12","66","불검출","불검출","적합"
"12","초콜릿가공품","훗카이도","2014-06-12","105.6","불검출","불검출","적합"
"13","장류절임","가고시마현","2014-06-09","1,050","불검출","불검출","적합"
"14","캔디류(젤리)","아이치현","2014-06-03","288","불검출","불검출","적합"
"15","혼합제제","효고현","2014-06-05","51","불검출","불검출","적합"
"16","혼합제제","효고현","2014-06-09","51","불검출","불검출","적합"
"17","과자(스낵과자)","아이치현","2014-06-12","300","불검출","불검출","적합"
"18","혼합음료","오사카부","2014-06-12","10,800","불검출","불검출","적합"
