"","","제조·생산지","제조일자","중량(kg)","검사결과","",""
"순 번","품목명","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","123건","","739,351","","",""
"1","혼합제제","도쿄도","2014-05-30","60","불검출","불검출","적합"
"2","혼합제제","도쿄도","2014-05-30","15","불검출","불검출","적합"
"3","덱스트린","효고현","2014-03-13","12,800","불검출","불검출","적합"
"4","덱스트린","효고현","2014-02-28","25,600","불검출","불검출","적합"
"5","기타가공품","효고현","2014-05-01","50","불검출","불검출","적합"
"6","냉면","구마모토현","2014-05-22","2,700","불검출","불검출","적합"
"7","냉면","구마모토현","2014-05-19","4,128","불검출","불검출","적합"
"8","냉면","구마모토현","2014-05-19","244.8","불검출","불검출","적합"
"9","냉면","구마모토현","2014-05-27","666","불검출","불검출","적합"
"10","냉면","구마모토현","2014-05-20","666","불검출","불검출","적합"
"11","냉면","구마모토현","2014-04-26","132","불검출","불검출","적합"
"12","냉면","구마모토현","2014-06-05","108","불검출","불검출","적합"
"13","냉면","구마모토현","2014-04-28","172.8","불검출","불검출","적합"
"14","과자(스낵과자)","아이치현","2014-05-01","70.2","불검출","불검출","적합"
"15","빵류(케이크)","효고현","2014-04-15","126.5","불검출","불검출","적합"
"16","빵류(케이크)","효고현","2014-04-15","126.5","불검출","불검출","적합"
"17","빵류(케이크)","효고현","2014-04-14","126.5","불검출","불검출","적합"
"18","빵류(케이크)","효고현","2014-04-13","126.5","불검출","불검출","적합"
