"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","127","","316,980","","",""
"1","조미건어포류","아오모리현","2016-12-21","11","불검출","불검출","적합"
"2","혼합제제","오사카부","2017-01-27","60","불검출","불검출","적합"
"3","캔디류(젤리)","나라현","2017-01-10","1,008","불검출","불검출","적합"
"4","식 용 색 소 황 색 제 4
호알루미늄레이크","ETC","2016-12-28","540","불검출","불검출","적합"
"5","소스류","히로시마현","2016-12-21","216","불검출","불검출","적합"
"6","청주","니가타현","2017-01-10","259","불검출","불검출","적합"
"7","빵류(그외 빵류)","훗카이도","2017-01-13","39","불검출","불검출","적합"
"8","어묵","ETC","2017-01-11","1,260","불검출","불검출","적합"
"9","혼합제제","효고현","2016-11-11","10","불검출","불검출","적합"
"10","청주","야마구치현","2017-01-12","86","불검출","불검출","적합"
"11","청주","효고현","2017-01-17","8,400","불검출","불검출","적합"
"12","혼합제제","와카야마현","2016-12-21","30","불검출","불검출","적합"
