"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"69","향신료조제품(고추냉이가공품)","군마현","2014-04-15","1,125","불검출","불검출","적합"
"70","소주","가고시마현","2014-03-20","86.4","불검출","불검출","적합"
"71","청주","야마가타현","2014-04-16","345.6","불검출","불검출","적합"
"72","커피/건조","브라질","2012-09-05","6,000","불검출","불검출","적합"
"73","조미된장","아이치현","2014-04-07","11,190","불검출","불검출","적합"
"74","조미된장","아이치현","2014-04-08","4,720","불검출","불검출","적합"
"75","조미된장","아이치현","2014-04-14","1,452","불검출","불검출","적합"
"76","이.디.티.에이.칼슘이나트륨","후쿠오카현","2014-04-07","1,000","불검출","불검출","적합"
"77","헤미셀룰라아제","효고현","2014-02-21","20","불검출","불검출","적합"
"78","커피/건조","에티오피아","2014-04-22","38,340","불검출","불검출","적합"
"79","커피/건조","에티오피아","2014-04-21","19,200","불검출","불검출","적합"
"80","드레싱","아오모리현","2014-04-18","577.6","불검출","불검출","적합"
"81","가공두부","오사카부","2014-04-17","4,000","불검출","불검출","적합"
"82","캔디류(사탕)","아이치현","2014-04-18","2,880","불검출","불검출","적합"
"83","가공두부","오사카부","2014-04-17","9,660","불검출","불검출","적합"
"84","기타가공품","이바라키현","2014-04-10","18,000","불검출","불검출","적합"
"85","과자(한과류)","도쿠시마현","2014-04-14","936","불검출","불검출","적합"
"86","과자(한과류)","도쿠시마현","2014-04-14","720","불검출","불검출","적합"
"87","캔디류(사탕)","아이치현","2014-04-18","1,620","불검출","불검출","적합"
"88","트랜스글루타미나아제","가나가와현","2014-03-18","140","불검출","불검출","적합"
"89","혼합제제","이바라키현","2014-04-14","75","불검출","불검출","적합"
"90","alpha-아밀라아제(세균성)","시가현","2014-01-31","400","불검출","불검출","적합"
"91","기타가공품","시즈오카현","2014-02-24","360","불검출","불검출","적합"
