"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 99건","","","","209,020","","",""
"1","초콜릿가공품","이바라키현","2017-12-04","480","불검출","불검출","적합"
"2","복합조미식품","훗카이도","2018-01-17","27","불검출","불검출","적합"
"3","초콜릿가공품","효고현","2018-01-19","72","불검출","불검출","적합"
"4","캔디류","가나가와현","2018-01-23","605","불검출","불검출","적합"
"5","초콜릿가공품","이바라키현","2017-12-14","300","불검출","불검출","적합"
"6","밀크초콜릿","가나가와현","2018-01-05","518","불검출","불검출","적합"
"7","복합조미식품","훗카이도","2017-12-16","9","불검출","불검출","적합"
"8","밀크초콜릿","가나가와현","2017-12-25","346","불검출","불검출","적합"
"9","소스","군마현","2017-11-07","531","불검출","불검출","적합"
"10","초콜릿가공품","효고현","2017-12-20","62","불검출","불검출","적합"
"11","초콜릿가공품","효고현","2017-12-22","120","불검출","불검출","적합"
"12","초콜릿가공품","효고현","2018-01-22","120","불검출","불검출","적합"
"13","초콜릿가공품","이바라키현","2017-12-13","408","불검출","불검출","적합"
