"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 151건","","","","670,324","","",""
"1","소스","히로시마현","2017-12-22","588","불검출","불검출","적합"
"2","혼합제제","효고현","2018-02-28","45","불검출","불검출","적합"
"3","혼합제제","효고현","2018-02-27","30","불검출","불검출","적합"
"4","혼합제제","효고현","2018-02-28","15","불검출","불검출","적합"
"5","혼합제제","효고현","2018-02-28","30","불검출","불검출","적합"
"6","혼합제제","효고현","2018-02-16","75","불검출","불검출","적합"
"7","혼합제제","효고현","2018-02-23","15","불검출","불검출","적합"
"8","혼합제제","효고현","2018-02-28","45","불검출","불검출","적합"
"9","혼합제제","효고현","2018-02-27","15","불검출","불검출","적합"
"10","혼합제제","효고현","2018-02-28","15","불검출","불검출","적합"
"11","건어포류","오사카부","2018-02-08","950","불검출","불검출","적합"
"12","건어포류","오사카부","2018-02-08","500","불검출","불검출","적합"
"13","캔디류","나가노현","2018-02-10","806","불검출","불검출","적합"
