"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 104건","","","","224,150","","",""
"1","과자","니가타현","2018-01-27","151","불검출","불검출","적합"
"2","과자","니가타현","2018-02-09","59","불검출","불검출","적합"
"3","과자","야마가타현","2018-02-06","536","불검출","불검출","적합"
"4","혼합제제","사이타마현","2018-02-19","612","불검출","불검출","적합"
"5","캔디류","나라현","2018-02-15","419","불검출","불검출","적합"
"6","향신료조제품","사이타마현","2018-02-02","90","불검출","불검출","적합"
"7","과자","아이치현","2018-02-12","274","불검출","불검출","적합"
"8","캔디류","아이치현","2018-02-01","96","불검출","불검출","적합"
"9","가공두부","나가노현","2018-01-24","9,898","불검출","불검출","적합"
"10","복합조미식품","미에현","2018-01-08","102","불검출","불검출","적합"
"11","캔디류","시즈오카현","2018-02-16","199","불검출","불검출","적합"
"12","합성향료","도쿄도","2018-02-26","31","불검출","불검출","적합"
"13","합성향료","도쿄도","2018-02-26","6","불검출","불검출","적합"
