"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","46","","715,168","","",""
"1","소주","가고시마현","2015-12-10","22","불검출","불검출","적합"
"2","수산물가공품","나가노현","2016-03-28","100","불검출","불검출","적합"
"3","소스류","사가현","2016-04-17","528","불검출","불검출","적합"
"4","볶은커피","아이치현","2016-03-29","19","불검출","불검출","적합"
"5","볶은커피","지바현","2016-04-01","12","불검출","불검출","적합"
"6","맥주","아이치현","2016-03-31","88,900","불검출","불검출","적합"
"7","캔디류(사탕)","미에현","2016-03-25","634","불검출","불검출","적합"
"8","탄산음료","오사카부","2016-04-07","3,000","불검출","불검출","적합"
"9","볶은커피","지바현","2016-03-23","37","불검출","불검출","적합"
"10","맥주","교토부","2016-04-21","30,358","불검출","불검출","적합"
"11","캔디류(사탕)","미에현","2016-03-17","422","불검출","불검출","적합"
"12","양조간장","오사카부","2016-04-07","900","불검출","불검출","적합"
"13","드레싱","사가현","2016-04-11","6,674","불검출","불검출","적합"
