"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","123","","236,689","","",""
"1","가르시니아캄보지
아추출물","지바현","2016-02-25","54","불검출","불검출","적합"
"2","캔디류(사탕)","아이치현","2016-02-26","122.4","불검출","불검출","적합"
"3","떡류","미야자키현","2016-03-23","360","불검출","불검출","적합"
"4","떡류","미야자키현","2016-03-17","360","불검출","불검출","적합"
"5","떡류","미야자키현","2016-03-29","360","불검출","불검출","적합"
"6","건어포류","에히메현","2016-03-09","594","불검출","불검출","적합"
"7","건어포류","에히메현","2016-02-16","580","불검출","불검출","적합"
"8","수산물가공품","훗카이도","2016-03-16","4,920","불검출","불검출","적합"
"9","비타민C","도야마현","2015-03-28","835.65","불검출","불검출","적합"
"10","기타가공품","도야마현","2016-03-28","358.56","불검출","불검출","적합"
"11","고형차","교토부","2016-03-25","4,000","불검출","불검출","적합"
"12","채종유(유채유또는
카놀라유)","후쿠오카현","2016-03-11","605","불검출","불검출","적합"
"13","카레","니가타현","2016-02-19","2,736","불검출","불검출","적합"
