"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건40","-","-","143,898","-","-","-"
"1","활꼬막","후쿠오카현","2015-11-27","1,000","불검출","불검출","적합"
"2","활꼬막 새꼬막
(
)","후쿠오카현","2015-11-27","2,540","불검출","불검출","적합"
"3","활돔 참돔(
)","구마모토현","2015-11-27","1,986","불검출","불검출","적합"
"4","활돔 벵에돔
(
)","구마모토현","2015-11-27","3,088","불검출","불검출","적합"
"5","활방어","나가사키현","2015-11-27","6,175","불검출","불검출","적합"
"6","활돔 참돔(
)","구마모토현","2015-11-27","5,976","불검출","불검출","적합"
"7","냉동다랑어 눈다(
랑어 횟감
,F,
)","인도양","2015-11-27","2,635","불검출","불검출","적합"
"8","냉동새치 황새치
(
,
목살)","태평양","2015-11-27","22","불검출","불검출","적합"
"9","냉동다랑어 눈다(
랑어 목살,
)","태평양","2015-11-27","341","불검출","불검출","적합"
"10","냉장명태","홋카이도","2015-11-27","12,160","불검출","불검출","적합"
"11","냉장홍어","홋카이도","2015-11-27","10,199","불검출","불검출","적합"
"12","활우렁쉥이","홋카이도","2015-11-27","9,268","불검출","불검출","적합"
"13","활우렁쉥이","홋카이도","2015-11-27","18,692","불검출","불검출","적합"
"14","냉장돔 황돔(
)","야마구치현","2015-11-27","126","불검출","불검출","적합"
"15","활가리비","홋카이도","2015-11-27","6,870","불검출","불검출","적합"
