"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건39","-","-","92,207","-","-","-"
"1","활우렁쉥이","홋카이도","2015-11-26","8,968","불검출","불검출","적합"
"2","활우렁쉥이","홋카이도","2015-11-26","8,894","불검출","불검출","적합"
"3","활꼬막","후쿠오카현","2015-11-26","3,540","불검출","불검출","적합"
"4","활꼬막 새꼬막
(
)","후쿠오카현","2015-11-26","2,280","불검출","불검출","적합"
"5","냉장돔 참돔(
)","야마구치현","2015-11-26","390","불검출","불검출","적합"
"6","냉장돔 황돔(
)","야마구치현","2015-11-26","205","불검출","불검출","적합"
"7","냉장가오리","야마구치현","2015-11-26","60","불검출","불검출","적합"
"8","냉장홍어","야마구치현","2015-11-26","250","불검출","불검출","적합"
"9","냉장갈치","와카야마현","2015-11-26","624","불검출","불검출","적합"
"10","활우렁쉥이","홋카이도","2015-11-26","4,613","불검출","불검출","적합"
"11","활우렁쉥이","홋카이도","2015-11-26","4,285","불검출","불검출","적합"
"12","냉장갈치","와카야마현","2015-11-26","464","불검출","불검출","적합"
"13","냉장갈치","오이타현","2015-11-26","1,290","불검출","불검출","적합"
"14","냉장갈치","야마구치현","2015-11-26","1,805","불검출","불검출","적합"
"15","냉장돔 황돔(
)","야마구치현","2015-11-26","505","불검출","불검출","적합"
