"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"146","빵류","시마네현","2018-10-06","800","불검출","불검출","적합"
"147","빵류","돗토리현","2018-10-10","72","불검출","불검출","적합"
"148","두류가공품","아이치현","2018-08-20","162","불검출","불검출","적합"
"149","땅콩 또는 견과류
가공품","야마가타현","2018-10-09","364","불검출","불검출","적합"
"150","과자","야마가타현","2018-10-09","77","불검출","불검출","적합"
"151","캔디류","나라현","2018-10-09","1,104","불검출","불검출","적합"
"152","어묵","효고현","2018-10-25","6,154","불검출","불검출","적합"
"153","밀크초콜릿","가나가와현","2018-10-08","242","불검출","불검출","적합"
"154","캔디류","야마구치현","2018-10-12","192","불검출","불검출","적합"
"155","과자","나가노현","2018-10-10","552","불검출","불검출","적합"
"156","기타가공품","훗카이도","2018-10-22","204","불검출","불검출","적합"
"157","과자","야마가타현","2018-10-09","76","불검출","불검출","적합"
"158","양조간장","지바현","2018-07-31","16,427","불검출","불검출","적합"
"159","캔디류","나라현","2018-10-05","190","불검출","불검출","적합"
"160","기타 어육가공품","훗카이도","2018-09-03","30","불검출","불검출","적합"
"161","캔디류","도쿄도","2018-10-12","165","불검출","불검출","적합"
"162","과자","히로시마현","2018-10-23","29","불검출","불검출","적합"
"163","액상커피","군마현","2018-10-05","36,000","불검출","불검출","적합"
