"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","56건","","142,681","","",""
"1","녹차추출물/
알로에전잎","기후현","2014-09-01","379","불검출","불검출","적합"
"2","청주","아오모리현","2014-09-24","43.2","불검출","불검출","적합"
"3","청주","니가타현","2014-09-01","51.84","불검출","불검출","적합"
"4","냉면","구마모토현","2014-09-11","1,376","불검출","불검출","적합"
"5","과자(스낵과자)","니가타현","2014-10-08","714","불검출","불검출","적합"
"6","복합조미식품","가나가와현","2014-08-20","57,000","불검출","불검출","적합"
"7","즉석조리식품","히로시마현","2014-02-28","21.6","불검출","불검출","적합"
"8","기타가공품","시즈오카현","2014-08-25","5,400","불검출","불검출","적합"
"9","카레","니가타현","2014-08-18","1,872","불검출","불검출","적합"
"10","카레","니가타현","2014-08-18","1,152","불검출","불검출","적합"
"11","카레","니가타현","2014-08-29","2,160","불검출","불검출","적합"
"12","카레","니가타현","2014-09-11","432","불검출","불검출","적합"
"13","카레","시즈오카현","2014-08-11","276","불검출","불검출","적합"
"14","카레","시즈오카현","2014-08-11","207","불검출","불검출","적합"
"15","과자(쿠키)","오카야마현","2014-09-27","135","불검출","불검출","적합"
"16","카레","시즈오카현","2014-08-11","207","불검출","불검출","적합"
