"","","제조·생산지","제조일자","중량(kg)","검사결과","",""
"순 번","품목명","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","119건","","178,036","","",""
"1","당시럽류","오키나와현","2014-04-21","126","불검출","불검출","적합"
"2","볶은커피","효고현","2014-03-10","4,800","불검출","불검출","적합"
"3","볶은커피","시즈오카현","2014-04-09","2,400","불검출","불검출","적합"
"4","볶은커피","효고현","2014-04-16","1,080","불검출","불검출","적합"
"5","이산화탄소","사이타마현","2014-04-10","5,400","불검출","불검출","적합"
"6","볶은커피","사이타마현","2014-03-24","1,200","불검출","불검출","적합"
"7","과자(쿠키)","효고현","2014-04-18","5.4","불검출","불검출","적합"
"8","과자(쿠키)","효고현","2014-04-18","5.4","불검출","불검출","적합"
"9","과자(쿠키)","효고현","2014-04-18","5.4","불검출","불검출","적합"
"10","과자(쿠키)","효고현","2014-04-18","5.4","불검출","불검출","적합"
"11","빵류(파이)","효고현","2014-04-18","5.6","불검출","불검출","적합"
"12","빵류(파이)","효고현","2014-04-18","7.2","불검출","불검출","적합"
"13","빵류(그외 빵류)","효고현","2014-04-18","5.85","불검출","불검출","적합"
"14","빵류(그외 빵류)","효고현","2014-04-18","5.85","불검출","불검출","적합"
"15","빵류(그외 빵류)","효고현","2014-04-18","5.85","불검출","불검출","적합"
"16","빵류(그외 빵류)","효고현","2014-04-18","5.85","불검출","불검출","적합"
"17","빵류(그외 빵류)","효고현","2014-04-18","6.3","불검출","불검출","적합"
"18","빵류(그외 빵류)","효고현","2014-04-18","6.3","불검출","불검출","적합"
