"","","제조·생산지","제조일자","중량(kg)","검사결과","",""
"순 번","품목명","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","160건","","370,150","","",""
"1","빵류(그외  빵류)","효고현","2014-04-18","6.3","불검출","불검출","적합"
"2","빵류(그외 빵류)","효고현","2014-04-18","6.3","불검출","불검출","적합"
"3","청주","이와테현","2014-01-24","200","불검출","불검출","적합"
"4","청주","이와테현","2014-03-25","489","불검출","불검출","적합"
"5","청주","이와테현","2013-12-10","587","불검출","불검출","적합"
"6","청주","이와테현","2014-04-23","204","불검출","불검출","적합"
"7","청주","이와테현","2014-04-25","112","불검출","불검출","적합"
"8","청주","이와테현","2014-03-25","318","불검출","불검출","적합"
"9","청주","이와테현","2014-04-17","66","불검출","불검출","적합"
"10","청주","이와테현","2014-04-09","117","불검출","불검출","적합"
"11","청주","이와테현","2013-04-11","34","불검출","불검출","적합"
"12","기타가공품","효고현","2014-05-01","80","불검출","불검출","적합"
"13","곡류가공품","시즈오카현","2014-04-02","1,000","불검출","불검출","적합"
"14","커피/건조","브라질","2013-12-09","120","불검출","불검출","적합"
"15","커피/건조","파나마","2013-02-17","180","불검출","불검출","적합"
"16","커피/건조","부룬디","2013-10-05","60","불검출","불검출","적합"
"17","커피/건조","인도네시아","2013-02-16","120","불검출","불검출","적합"
"18","커피/건조","파나마","2013-08-17","45.4","불검출","불검출","적합"
