"","","제조·생산지","제조일자","중량(kg)","검사결과","",""
"순 번","품목명","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","113건","","629,364","","",""
"1","청주","이와테현","2014-02-18","118","불검출","불검출","적합"
"2","커피/건조","코스타리카","2013-03-05","60","불검출","불검출","적합"
"3","커피/건조","파나마","2013-12-17","45.4","불검출","불검출","적합"
"4","커피/건조","과테말라","2013-11-09","276","불검출","불검출","적합"
"5","커피/건조","케냐","2013-07-25","60","불검출","불검출","적합"
"6","커피/건조","과테말라","2013-11-09","60","불검출","불검출","적합"
"7","커피/건조","콜롬비아","2013-06-04","350","불검출","불검출","적합"
"8","커피/건조","루안다","2013-10-05","60","불검출","불검출","적합"
"9","커피/건조","탄자니아","2013-08-01","60","불검출","불검출","적합"
"10","무기질","오키나와현","2014-04-15","43.27","불검출","불검출","적합"
"11","식염절임","효고현","2014-03-07","174.72","불검출","불검출","적합"
"12","소스류","시즈오카현","2014-04-04","64.8","불검출","불검출","적합"
"13","소스류","지바현","2014-03-03","14.4","불검출","불검출","적합"
"14","소스류","아이치현","2014-02-17","388.8","불검출","불검출","적합"
"15","액상커피","효고현","2014-03-19","2,250","불검출","불검출","적합"
"16","맥주","후쿠오카현","2014-03-01","72,750","불검출","불검출","적합"
"17","캔디류(사탕)","아이치현","2014-04-16","29.4","불검출","불검출","적합"
"18","혼합제제","오카야마현","2014-03-20","100","불검출","불검출","적합"
