"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","10건","-","-","32,953","-","-","-"
"1","활꼬막","사가현","2015-4-14","300","불검출","불검출","적합"
"2","활꼬막(새꼬막)","후쿠오카현","2015-4-14","2,000","불검출","불검출","적합"
"3","활꼬막","후쿠오카현","2015-4-14","540","불검출","불검출","적합"
"4","활꼬막(새꼬막)","사가현","2015-4-14","4,120","불검출","불검출","적합"
"5","냉장명태","홋카이도","2015-4-14","11,050","불검출","불검출","적합"
"6","냉장갈치","오이타현","2015-4-14","810","불검출","불검출","적합"
"7","활가리비","홋카이도","2015-4-14","6,793","불검출","불검출","적합"
"8","활꼬막(새꼬막)","사가현","2015-4-14","4,100","불검출","불검출","적합"
"9","활꼬막","사가현","2015-4-14","3,000","불검출","불검출","적합"
"10","냉동큰실말","오키나와현","2015-4-14","240","불검출","불검출","적합"
