"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","105","","117,246","","",""
"1","글루코사민 제품","기후현","2015-10-28","60","불검출","불검출","적합"
"2","스피루리나 제품","야마나시현","2016-01-12","578.88","불검출","불검출","적합"
"3","캔디류(사탕)","가나가와현","2015-12-25","118.4","불검출","불검출","적합"
"4","과자(크래커)","이바라키현","2015-12-01","76","불검출","불검출","적합"
"5","과자(크래커)","이바라키현","2015-12-16","168","불검출","불검출","적합"
"6","과자(크래커)","이바라키현","2015-12-10","76","불검출","불검출","적합"
"7","과자(크래커)","이바라키현","2015-12-16","168","불검출","불검출","적합"
"8","합성착향료","가나가와현","2016-01-18","51","불검출","불검출","적합"
"9","시클로덱스트린(알
파,베타,감마)","시즈오카현","2015-10-02","500","불검출","불검출","적합"
"10","침출차","효고현","2015-12-15","100","불검출","불검출","적합"
"11","과자(한과류)","이시카와현","2016-01-16","10.5","불검출","불검출","적합"
"12","과자(비스킷)","아이치현","2016-01-10","21","불검출","불검출","적합"
"13","냉면","구마모토현","2015-12-17","172.8","불검출","불검출","적합"
