"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 158건","","","","1,182,281","","",""
"1","초콜릿가공품","기후현","2017-09-20","266","불검출","불검출","적합"
"2","캔디류(젤리)","나가노현","2017-09-25","282","불검출","불검출","적합"
"3","캔디류(젤리)","나가노현","2017-09-27","282","불검출","불검출","적합"
"4","과자(비스킷)","오사카부","2017-09-28","140","불검출","불검출","적합"
"5","소스류","훗카이도","2017-09-14","90","불검출","불검출","적합"
"6","유탕면류","이바라키현","2017-09-13","529","불검출","불검출","적합"
"7","유탕면류","이바라키현","2017-09-13","590","불검출","불검출","적합"
"8","유탕면류","이바라키현","2017-09-13","224","불검출","불검출","적합"
"9","과자(비스킷)","오사카부","2017-09-01","70","불검출","불검출","적합"
"10","소스류","도치기현","2017-09-01","90","불검출","불검출","적합"
"11","캔디류(젤리)","아이치현","2017-09-22","542","불검출","불검출","적합"
"12","캔디류(젤리)","아이치현","2017-09-29","259","불검출","불검출","적합"
"13","캔디류(젤리)","아이치현","2017-09-21","136","불검출","불검출","적합"
