"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 79건","","","","279,959","","",""
"1","캔디류(사탕)","미에현","2017-09-11","296","불검출","불검출","적합"
"2","캔디류(사탕)","미에현","2017-09-07","634","불검출","불검출","적합"
"3","캔디류(사탕)","후쿠시마현","2017-09-14","410","불검출","불검출","적합"
"4","효모추출물제품","오이타현","2017-08-31","4,000","불검출","불검출","적합"
"5","청주","교토부","2017-09-25","2,268","불검출","불검출","적합"
"6","청주","교토부","2017-10-06","172","불검출","불검출","적합"
"7","청주","교토부","2017-09-20","1,452","불검출","불검출","적합"
"8","금박","이시카와현","2017-10-04","0","불검출","불검출","적합"
"9","과.채음료","후쿠오카현","2017-08-25","4,050","불검출","불검출","적합"
"10","과.채음료","후쿠오카현","2017-08-26","450","불검출","불검출","적합"
"11","양조간장","지바현","2017-07-04","8,424","불검출","불검출","적합"
"12","초콜릿가공품","이바라키현","2017-07-13","6,000","불검출","불검출","적합"
"13","아황산나트륨","교토부","2017-10-05","3,000","불검출","불검출","적합"
