"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 182건","","","","1,066,065","","",""
"1","맥주","후쿠오카현","2017-09-05","39,000","불검출","불검출","적합"
"2","맥주","후쿠오카현","2017-09-12","29,250","불검출","불검출","적합"
"3","혼합식용유","오사카부","2017-10-12","150","불검출","불검출","적합"
"4","탄산칼슘","오카야마현","2017-09-22","16,500","불검출","불검출","적합"
"5","말티톨시럽","시즈오카현","2017-09-13","2,400","불검출","불검출","적합"
"6","카레","니가타현","2017-08-29","10,800","불검출","불검출","적합"
"7","카레","니가타현","2017-09-18","10,800","불검출","불검출","적합"
"8","당절임","군마현","2017-01-17","22","불검출","불검출","적합"
"9","당절임","군마현","2017-01-09","22","불검출","불검출","적합"
"10","EPA및DHA함유
유지(원료성)","시가현","2017-07-29","20","불검출","불검출","적합"
"11","과자(스낵과자)","고치현","2017-09-11","608","불검출","불검출","적합"
"12","조미건어포류","야마나시현","2017-09-14","108","불검출","불검출","적합"
"13","조미건어포류","훗카이도","2017-09-01","12","불검출","불검출","적합"
