"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 121건","","","","433,363","","",""
"1","EPA 및 DHA
함유유지(원료성)","훗카이도","2017-11-21","540","불검출","불검출","적합"
"2","혼합음료","도쿄도","2017-09-13","16,546","불검출","불검출","적합"
"3","당류가공품","가나가와현","2017-11-21","600","불검출","불검출","적합"
"4","클로렐라 제품","야마나시현","2017-11-21","115","불검출","불검출","적합"
"5","당류가공품","가나가와현","","100","불검출","불검출","적합"
"6","캔디류(젤리)","오카야마현","2017-09-22","193","불검출","불검출","적합"
"7","캔디류(젤리)","오카야마현","2017-10-25","210","불검출","불검출","적합"
"8","빵류(케이크)","야마나시현","2017-11-10","81","불검출","불검출","적합"
"9","빵류(케이크)","야마나시현","2017-11-15","35","불검출","불검출","적합"
"10","빵류(케이크)","야마나시현","2017-11-22","86","불검출","불검출","적합"
"11","빵류(케이크)","야마나시현","2017-11-18","84","불검출","불검출","적합"
"12","빵류(케이크)","야마나시현","2017-11-24","67","불검출","불검출","적합"
