"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 82건","","","","214,500","","",""
"1","혼합제제","기후현","2017-12-05","1","불검출","불검출","적합"
"2","캔디류(사탕)","아이치현","2017-11-14","189","불검출","불검출","적합"
"3","초콜릿가공품","오사카부","2017-11-07","5,070","불검출","불검출","적합"
"4","청주","도치기현","2017-10-31","12,826","불검출","불검출","적합"
"5","빵류(케이크)","훗카이도","2017-09-21","691","불검출","불검출","적합"
"6","빵류(케이크)","훗카이도","2017-09-05","66","불검출","불검출","적합"
"7","빵류(파이)","훗카이도","2017-09-19","60","불검출","불검출","적합"
"8","빵류(케이크)","훗카이도","2017-10-12","3,010","불검출","불검출","적합"
"9","빵류(케이크)","훗카이도","2017-09-26","605","불검출","불검출","적합"
"10","혼합제제","나가노현","2017-11-09","150","불검출","불검출","적합"
"11","혼합제제","오사카부","2017-11-28","90","불검출","불검출","적합"
"12","기타가공품","이바라키현","2017-11-21","24,300","불검출","불검출","적합"
"13","고형차","교토부","2017-11-27","400","불검출","불검출","적합"
