"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 104건","","","","180,876","","",""
"1","발효식초","가고시마현","2017-06-10","43","불검출","불검출","적합"
"2","복합조미식품","후쿠오카현","2017-09-22","125","불검출","불검출","적합"
"3","복합조미식품","후쿠오카현","2017-09-22","563","불검출","불검출","적합"
"4","청주","효고현","2017-08-01","86","불검출","불검출","적합"
"5","청주","효고현","2017-07-24","86","불검출","불검출","적합"
"6","기타주류","나라현","2017-07-28","36","불검출","불검출","적합"
"7","청주","나라현","2017-04-26","86","불검출","불검출","적합"
"8","청주","효고현","2017-06-02","624","불검출","불검출","적합"
"9","청주","효고현","2017-08-28","72","불검출","불검출","적합"
"10","청주","효고현","2017-07-10","173","불검출","불검출","적합"
"11","초콜릿가공품","이바라키현","2017-08-03","5,750","불검출","불검출","적합"
"12","건어포류","시즈오카현","2017-08-24","96","불검출","불검출","적합"
"13","과자(스낵과자)","니가타현","2017-09-15","918","불검출","불검출","적합"
