"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 19건","","","","34,278","","",""
"1","혼합제제","이바라키현","2017-08-30","396","불검출","불검출","적합"
"2","과자","히로시마현","2017-09-07","6","불검출","불검출","적합"
"3","캔디류(젤리)","후쿠시마현","2017-09-08","5","불검출","불검출","적합"
"4","캔디류(젤리)","후쿠시마현","2017-09-08","5","불검출","불검출","적합"
"5","캔디류(젤리)","후쿠시마현","2017-09-08","5","불검출","불검출","적합"
"6","과자","히로시마현","2017-09-07","3","불검출","불검출","적합"
"7","가공두부","후쿠오카현","2017-09-05","10,404","불검출","불검출","적합"
"8","가공두부","후쿠오카현","2017-09-08","2,700","불검출","불검출","적합"
"9","과자(스낵과자)","지바현","2017-08-29","298","불검출","불검출","적합"
"10","된장","오사카부","2017-09-08","400","불검출","불검출","적합"
"11","소스류","가가와현","2017-08-03","1,756","불검출","불검출","적합"
