"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 109건","","","","700,937","","",""
"1","양조간장","효고현","2017-07-27","1,053","불검출","불검출","적합"
"2","캔디류(사탕)","가나가와현","2017-08-24","484","불검출","불검출","적합"
"3","전분","가고시마현","2016-11-24","37,000","불검출","불검출","적합"
"4","국수","가가와현","2017-09-01","7,360","불검출","불검출","적합"
"5","국수","가가와현","2017-09-11","14,990","불검출","불검출","적합"
"6","국수","가가와현","2017-08-15","400","불검출","불검출","적합"
"7","코엔자임Q10(원료성)","효고현","2017-04-10","170","불검출","불검출","적합"
"8","과자(스낵과자)","오사카부","2017-09-05","40","불검출","불검출","적합"
"9","과자(스낵과자)","오사카부","2017-09-12","20","불검출","불검출","적합"
"10","과자(스낵과자)","오사카부","2017-09-07","95","불검출","불검출","적합"
"11","기타가공품","오사카부","2017-10-03","23","불검출","불검출","적합"
"12","튀김식품","히로시마현","2017-09-05","1,102","불검출","불검출","적합"
"13","튀김식품","히로시마현","2017-08-18","1,102","불검출","불검출","적합"
