"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 88건","","","","368,730","","",""
"1","소스","지바현","2018-10-22","140","불검출","불검출","적합"
"2","양조간장","지바현","2018-10-17","143","불검출","불검출","적합"
"3","양조간장","지바현","2018-10-23","138","불검출","불검출","적합"
"4","빵류","오사카부","2018-11-06","81","불검출","불검출","적합"
"5","빵류","사이타마현","2018-11-26","11,232","불검출","불검출","적합"
"6","빵류","오사카부","2018-11-06","81","불검출","불검출","적합"
"7","과자","니가타현","2018-12-10","540","불검출","불검출","적합"
"8","절임식품","가고시마현","","1,150","불검출","불검출","적합"
"9","가공두부","교토부","2018-12-19","1,500","불검출","불검출","적합"
"10","기타 수산물가공품","시즈오카현","2018-12-04","2,000","불검출","불검출","적합"
"11","기타 주류","히로시마현","2018-11-20","18,816","불검출","불검출","적합"
"12","맥주","교토부","2018-11-26","135,850","불검출","불검출","적합"
"13","초콜릿가공품","이바라키현","2018-12-13","9,216","불검출","불검출","적합"
"14","초콜릿가공품","이바라키현","2018-12-10","8,832","불검출","불검출","적합"
