"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 86건","","","","746,722","","",""
"1","인베르타아제","아오모리현","2017-07-20","30","불검출","불검출","적합"
"2","복합조미식품","사이타마현","2018-04-11","200","불검출","불검출","적합"
"3","맥주","후쿠오카현","2018-06-11","401,304","불검출","불검출","적합"
"4","소스","효고현","2018-04-20","125","불검출","불검출","적합"
"5","소스","오사카부","2018-06-13","130","불검출","불검출","적합"
"6","떡류","니가타현","2018-05-28","108","불검출","불검출","적합"
"7","혼합제제","효고현","2018-06-22","17","불검출","불검출","적합"
"8","혼합제제","효고현","2018-06-22","17","불검출","불검출","적합"
"9","혼합제제","효고현","2018-06-22","17","불검출","불검출","적합"
"10","소스","에히메현","2018-06-27","5,446","불검출","불검출","적합"
"11","혼합제제","도쿄도","2018-06-18","32","불검출","불검출","적합"
"12","혼합제제","오사카부","2018-06-06","105","불검출","불검출","적합"
"13","혼합제제","도쿄도","2018-06-18","32","불검출","불검출","적합"
"14","혼합제제","도쿄도","2018-06-18","32","불검출","불검출","적합"
"15","캔디류","오사카부","2018-06-11","528","불검출","불검출","적합"
