"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 108건","","","","485,040","","",""
"1","합성향료","가나가와현","2018-04-18","11","불검출","불검출","적합"
"2","탄산음료","아이치현","2018-06-11","1,638","불검출","불검출","적합"
"3","복합조미식품","야마구치현","2018-06-27","10,000","불검출","불검출","적합"
"4","소스","히로시마현","2018-05-16","660","불검출","불검출","적합"
"5","소스","히로시마현","2018-04-25","2,066","불검출","불검출","적합"
"6","소스","히로시마현","2018-05-22","3,575","불검출","불검출","적합"
"7","소스","히로시마현","2018-05-10","2,112","불검출","불검출","적합"
"8","발효식초","히로시마현","2018-05-09","551","불검출","불검출","적합"
"9","복합조미식품","야마구치현","2018-06-21","2,970","불검출","불검출","적합"
"10","캔디류","오사카부","2018-06-12","1,109","불검출","불검출","적합"
"11","빵류","나가노현","2018-06-14","720","불검출","불검출","적합"
"12","양조간장","후쿠오카현","2018-06-21","11,280","불검출","불검출","적합"
"13","건어포","에히메현","2018-06-13","648","불검출","불검출","적합"
"14","캔디류","미에현","2018-05-23","845","불검출","불검출","적합"
"15","혼합제제","오사카부","2018-06-20","10","불검출","불검출","적합"
